,degs,clos,betw,eigen
entrez gene/locuslink:854126,0.0044,0.2558,0.0,0.0011
entrez gene/locuslink:853418,0.104,0.3218,0.0016,0.0388
entrez gene/locuslink:850553,0.0066,0.2665,0.0,0.0012
entrez gene/locuslink:854992,0.0996,0.3318,0.0026,0.0196
entrez gene/locuslink:852095,0.0155,0.2876,0.0,0.0097
entrez gene/locuslink:853423,0.031,0.2981,0.0,0.0205
entrez gene/locuslink:853666,0.0111,0.2683,0.0001,0.0009
entrez gene/locuslink:853148,0.0243,0.3041,0.0002,0.0083
entrez gene/locuslink:854161,0.0265,0.3033,0.0001,0.0091
entrez gene/locuslink:850506,0.0553,0.2914,0.0005,0.0085
entrez gene/locuslink:856290,0.0243,0.3033,0.0003,0.0078
entrez gene/locuslink:855554,0.0199,0.3083,0.0001,0.0113
entrez gene/locuslink:852433,0.0575,0.3121,0.0014,0.0082
entrez gene/locuslink:851533,0.0973,0.3248,0.0021,0.0247
entrez gene/locuslink:855765,0.0398,0.3034,0.0002,0.0088
entrez gene/locuslink:850692,0.0133,0.2722,0.0,0.0029
entrez gene/locuslink:851363,0.0155,0.2698,0.0,0.002
entrez gene/locuslink:852001,0.0199,0.2721,0.0,0.003
entrez gene/locuslink:850744,0.0442,0.3096,0.0004,0.0104
entrez gene/locuslink:851450,0.0907,0.307,0.0014,0.0123
entrez gene/locuslink:855907,0.0221,0.2866,0.0002,0.0042
entrez gene/locuslink:856085,0.0199,0.2827,0.0002,0.0029
entrez gene/locuslink:856920,0.0288,0.2704,0.0001,0.0023
entrez gene/locuslink:855157,0.0088,0.2526,0.0,0.0012
entrez gene/locuslink:851762,0.0111,0.2609,0.0,0.0014
entrez gene/locuslink:854388,0.0111,0.2609,0.0,0.0014
entrez gene/locuslink:856065,0.0708,0.3175,0.0015,0.0137
entrez gene/locuslink:853649,0.0243,0.2729,0.0,0.0023
entrez gene/locuslink:854691,0.0288,0.281,0.0001,0.0032
entrez gene/locuslink:853385,0.0509,0.305,0.0009,0.018
entrez gene/locuslink:855471,0.0376,0.3007,0.0002,0.02
entrez gene/locuslink:856020,0.0177,0.2629,0.0,0.0009
entrez gene/locuslink:855017,0.0376,0.2793,0.0001,0.0034
entrez gene/locuslink:855821,0.0111,0.2644,0.0,0.0026
entrez gene/locuslink:851658,0.0221,0.307,0.0003,0.0072
entrez gene/locuslink:855836,0.4912,0.3725,0.0436,0.0547
entrez gene/locuslink:855574,0.0088,0.2441,0.0003,0.0005
entrez gene/locuslink:853527,0.0022,0.1962,0.0,0.0
entrez gene/locuslink:854889,0.0597,0.3008,0.001,0.0121
entrez gene/locuslink:854915,0.0177,0.278,0.0001,0.0046
entrez gene/locuslink:853746,0.0133,0.2965,0.0,0.0091
entrez gene/locuslink:853692,0.0088,0.2879,0.0001,0.0028
entrez gene/locuslink:851753,0.0088,0.2557,0.0,0.001
entrez gene/locuslink:855059,0.0088,0.2491,0.0,0.0004
entrez gene/locuslink:855420,0.0022,0.2358,0.0,0.0002
entrez gene/locuslink:851213,0.0155,0.301,0.0001,0.0074
entrez gene/locuslink:853350,0.1858,0.3373,0.003,0.0448
entrez gene/locuslink:854406,0.073,0.3109,0.0009,0.0139
entrez gene/locuslink:855963,0.0111,0.273,0.0,0.0028
entrez gene/locuslink:855316,0.0288,0.2932,0.0002,0.0054
entrez gene/locuslink:851904,0.0442,0.3188,0.0004,0.0143
entrez gene/locuslink:850306,0.0133,0.285,0.0,0.0043
entrez gene/locuslink:855423,0.0487,0.3223,0.0004,0.0214
entrez gene/locuslink:852340,0.0088,0.2842,0.0,0.0034
entrez gene/locuslink:853128,0.0177,0.2685,0.0001,0.0017
entrez gene/locuslink:850874,0.0111,0.2602,0.0001,0.001
entrez gene/locuslink:852218,0.031,0.3284,0.0003,0.0249
entrez gene/locuslink:852193,0.1549,0.3307,0.0044,0.0265
entrez gene/locuslink:855787,0.0111,0.2595,0.0,0.0008
entrez gene/locuslink:856895,0.0442,0.3154,0.0007,0.0101
entrez gene/locuslink:855737,0.0111,0.2233,0.0,0.0001
entrez gene/locuslink:856919,0.0531,0.2932,0.0008,0.0046
entrez gene/locuslink:855750,0.0619,0.3064,0.0023,0.0069
entrez gene/locuslink:850574,0.0177,0.2993,0.0003,0.007
entrez gene/locuslink:851202,0.0044,0.2457,0.0,0.0003
entrez gene/locuslink:854834,0.0199,0.2862,0.0,0.01
entrez gene/locuslink:853961,0.0044,0.2389,0.0,0.0002
entrez gene/locuslink:855745,0.0265,0.2951,0.0004,0.0055
entrez gene/locuslink:854749,0.0796,0.3185,0.0032,0.0117
entrez gene/locuslink:854485,0.0265,0.2898,0.0014,0.0022
entrez gene/locuslink:855031,0.0111,0.2575,0.0,0.0015
entrez gene/locuslink:853186,0.0354,0.3081,0.0003,0.0208
entrez gene/locuslink:853043,0.0686,0.2947,0.0022,0.0041
entrez gene/locuslink:854555,0.031,0.3053,0.0001,0.0123
entrez gene/locuslink:850345,0.0221,0.3203,0.0001,0.0186
entrez gene/locuslink:856892,0.0487,0.3033,0.0002,0.0185
entrez gene/locuslink:855318,0.0288,0.3168,0.0001,0.0157
entrez gene/locuslink:850923,0.0066,0.2727,0.0,0.0013
entrez gene/locuslink:855538,0.0487,0.2953,0.0007,0.0054
entrez gene/locuslink:851212,0.0531,0.3003,0.001,0.007
entrez gene/locuslink:852053,0.0354,0.3027,0.0006,0.0079
entrez gene/locuslink:850516,0.0133,0.2925,0.0004,0.0052
entrez gene/locuslink:853908,0.031,0.2946,0.0001,0.0092
entrez gene/locuslink:855323,0.0133,0.2824,0.0,0.0054
entrez gene/locuslink:855620,0.0376,0.3062,0.0006,0.0187
entrez gene/locuslink:855561,0.0863,0.3268,0.0022,0.0233
entrez gene/locuslink:854773,0.1416,0.3358,0.0022,0.0656
entrez gene/locuslink:851887,0.1062,0.3526,0.0032,0.0494
entrez gene/locuslink:856758,0.0155,0.3007,0.0001,0.0082
entrez gene/locuslink:851373,0.0398,0.3306,0.0008,0.0185
entrez gene/locuslink:850843,0.0376,0.3245,0.0002,0.0164
entrez gene/locuslink:855621,0.0398,0.2888,0.0003,0.0054
entrez gene/locuslink:853846,0.0265,0.287,0.0004,0.0046
entrez gene/locuslink:852194,0.0531,0.321,0.0012,0.0184
entrez gene/locuslink:852794,0.0929,0.3216,0.0005,0.0539
entrez gene/locuslink:855859,0.0465,0.3082,0.0003,0.0117
entrez gene/locuslink:851746,0.0619,0.3144,0.0016,0.01
entrez gene/locuslink:852697,0.0398,0.3188,0.0006,0.0104
entrez gene/locuslink:855988,0.0354,0.2976,0.0002,0.0069
entrez gene/locuslink:851985,0.0332,0.3211,0.0003,0.0166
entrez gene/locuslink:851358,0.0133,0.2792,0.0,0.0023
entrez gene/locuslink:850497,0.0177,0.2677,0.0004,0.0012
entrez gene/locuslink:855418,0.1261,0.332,0.0032,0.0299
entrez gene/locuslink:855834,0.0354,0.3081,0.0002,0.0087
entrez gene/locuslink:854036,0.1128,0.3163,0.0021,0.0209
entrez gene/locuslink:850793,0.0376,0.2925,0.0001,0.0052
entrez gene/locuslink:852765,0.0354,0.2944,0.0005,0.0065
entrez gene/locuslink:850980,0.0531,0.3147,0.0004,0.0114
entrez gene/locuslink:856680,0.0752,0.3219,0.0011,0.0171
entrez gene/locuslink:853077,0.0354,0.313,0.0002,0.0124
entrez gene/locuslink:855487,0.0044,0.2531,0.0,0.0008
entrez gene/locuslink:851841,0.0088,0.2601,0.0,0.0023
entrez gene/locuslink:852404,0.031,0.2842,0.0005,0.0035
entrez gene/locuslink:852311,0.042,0.2859,0.0004,0.0035
entrez gene/locuslink:855238,0.0575,0.3071,0.0,0.0432
entrez gene/locuslink:856263,0.0752,0.3135,0.0005,0.0435
entrez gene/locuslink:855771,0.031,0.296,0.0002,0.0052
entrez gene/locuslink:855496,0.0796,0.3344,0.0009,0.0438
entrez gene/locuslink:854296,0.0088,0.2862,0.0001,0.0032
entrez gene/locuslink:853824,0.0796,0.3452,0.0011,0.055
entrez gene/locuslink:850666,0.0022,0.2464,0.0,0.0005
entrez gene/locuslink:856482,0.4513,0.3784,0.0251,0.0929
entrez gene/locuslink:853821,0.0088,0.2644,0.0,0.001
entrez gene/locuslink:855983,0.0088,0.2668,0.0,0.0019
entrez gene/locuslink:852249,0.0243,0.2923,0.0002,0.0067
entrez gene/locuslink:852537,0.0066,0.2812,0.0,0.0022
entrez gene/locuslink:850440,0.115,0.336,0.0041,0.021
entrez gene/locuslink:851338,0.0155,0.2738,0.0003,0.0015
entrez gene/locuslink:856668,0.0819,0.3285,0.0011,0.0511
entrez gene/locuslink:853524,0.0066,0.2693,0.0,0.0017
entrez gene/locuslink:853598,0.0575,0.3111,0.0003,0.0245
entrez gene/locuslink:854922,0.0066,0.2875,0.0,0.0045
entrez gene/locuslink:855154,0.0575,0.3056,0.0005,0.0156
entrez gene/locuslink:855525,0.0111,0.3045,0.0001,0.0085
entrez gene/locuslink:854553,0.0088,0.2582,0.0,0.0008
entrez gene/locuslink:856293,0.0111,0.266,0.0,0.0014
entrez gene/locuslink:852788,0.0398,0.2901,0.0002,0.0038
entrez gene/locuslink:853546,0.0133,0.2527,0.0001,0.0003
entrez gene/locuslink:854032,0.0066,0.2553,0.0,0.0006
entrez gene/locuslink:856099,0.0177,0.2859,0.0001,0.0029
entrez gene/locuslink:853904,0.0642,0.3136,0.0016,0.0122
entrez gene/locuslink:850656,0.0376,0.2866,0.0,0.0053
entrez gene/locuslink:855460,0.0398,0.2866,0.0001,0.0055
entrez gene/locuslink:856518,0.042,0.3045,0.0001,0.0092
entrez gene/locuslink:856548,0.0022,0.2203,0.0,0.0001
entrez gene/locuslink:852365,0.0044,0.2458,0.0,0.0003
entrez gene/locuslink:855535,0.1305,0.3609,0.0067,0.0521
entrez gene/locuslink:853355,0.0642,0.3065,0.0015,0.0068
entrez gene/locuslink:856305,0.0221,0.2856,0.0002,0.0037
entrez gene/locuslink:855459,0.0619,0.3285,0.0026,0.0161
entrez gene/locuslink:855417,0.0111,0.2587,0.0,0.0008
entrez gene/locuslink:852580,0.0111,0.2541,0.0001,0.0007
entrez gene/locuslink:851699,0.0111,0.2483,0.0004,0.0005
entrez gene/locuslink:850612,0.0487,0.2904,0.0003,0.0042
entrez gene/locuslink:853843,0.0221,0.305,0.0004,0.0075
entrez gene/locuslink:851240,0.0044,0.2471,0.0,0.0004
entrez gene/locuslink:855640,0.219,0.3407,0.0023,0.1118
entrez gene/locuslink:852951,0.1571,0.3076,0.0015,0.0175
entrez gene/locuslink:852883,0.031,0.2704,0.0,0.0025
entrez gene/locuslink:855259,0.0133,0.291,0.0,0.0048
entrez gene/locuslink:851965,0.0243,0.2943,0.0001,0.004
entrez gene/locuslink:854143,0.0044,0.2519,0.0,0.0006
entrez gene/locuslink:854198,0.0177,0.2714,0.0001,0.002
entrez gene/locuslink:852398,0.0796,0.3241,0.0008,0.0365
entrez gene/locuslink:854495,0.0088,0.2697,0.0004,0.0017
entrez gene/locuslink:852329,0.031,0.2785,0.0001,0.0023
entrez gene/locuslink:855044,0.0177,0.2976,0.0001,0.0082
entrez gene/locuslink:854350,0.0111,0.268,0.0,0.0015
entrez gene/locuslink:852308,0.0066,0.2591,0.0,0.0021
entrez gene/locuslink:855663,0.0044,0.2443,0.0003,0.0004
entrez gene/locuslink:853317,0.0022,0.1964,0.0,0.0
entrez gene/locuslink:853488,0.0199,0.2833,0.0,0.0061
entrez gene/locuslink:852119,0.1217,0.3284,0.0018,0.0401
entrez gene/locuslink:856781,0.0111,0.2849,0.0,0.0035
entrez gene/locuslink:855359,0.0111,0.294,0.0,0.0053
entrez gene/locuslink:851219,0.0133,0.2703,0.0,0.002
entrez gene/locuslink:856031,0.073,0.3143,0.0003,0.0475
entrez gene/locuslink:851592,0.0243,0.3084,0.0004,0.0085
entrez gene/locuslink:855171,0.0575,0.3344,0.0023,0.031
entrez gene/locuslink:853641,0.0332,0.3094,0.0007,0.0081
entrez gene/locuslink:852033,0.0155,0.2967,0.0001,0.0041
entrez gene/locuslink:853632,0.0398,0.3011,0.0004,0.0055
entrez gene/locuslink:853529,0.0531,0.3033,0.0012,0.0075
entrez gene/locuslink:851243,0.0111,0.2888,0.0001,0.0056
entrez gene/locuslink:852756,0.0066,0.2464,0.0,0.0005
entrez gene/locuslink:851527,0.0133,0.2887,0.0001,0.0031
entrez gene/locuslink:850979,0.0111,0.2874,0.0001,0.005
entrez gene/locuslink:854766,0.0111,0.2793,0.0,0.0035
entrez gene/locuslink:852694,0.0951,0.3311,0.0049,0.016
entrez gene/locuslink:853106,0.0243,0.305,0.0003,0.0054
entrez gene/locuslink:853406,0.0088,0.2646,0.0,0.0013
entrez gene/locuslink:852066,0.0442,0.2855,0.001,0.0037
entrez gene/locuslink:856106,0.0177,0.2627,0.0004,0.0018
entrez gene/locuslink:850638,0.042,0.3158,0.0017,0.0153
entrez gene/locuslink:855440,0.0177,0.3121,0.0004,0.0059
entrez gene/locuslink:855328,0.0133,0.2764,0.0,0.003
entrez gene/locuslink:855208,0.0177,0.2864,0.0,0.0056
entrez gene/locuslink:852806,0.031,0.2999,0.0002,0.007
entrez gene/locuslink:856914,0.0177,0.2798,0.0001,0.0024
entrez gene/locuslink:854087,0.0066,0.2485,0.0,0.0007
entrez gene/locuslink:854525,0.2544,0.3541,0.0062,0.1013
entrez gene/locuslink:851141,0.0044,0.2278,0.0,0.0001
entrez gene/locuslink:855801,0.0155,0.2981,0.0001,0.0074
entrez gene/locuslink:853554,0.0354,0.3235,0.0001,0.0222
entrez gene/locuslink:851857,0.0708,0.3141,0.0014,0.0108
entrez gene/locuslink:853372,0.0044,0.2599,0.0,0.0023
entrez gene/locuslink:856846,0.0619,0.3089,0.0009,0.0093
entrez gene/locuslink:853153,0.0752,0.3213,0.0006,0.0444
entrez gene/locuslink:851432,0.0155,0.3065,0.0002,0.0063
entrez gene/locuslink:854193,0.0221,0.2953,0.0001,0.0077
entrez gene/locuslink:852790,0.0199,0.2857,0.0002,0.0032
entrez gene/locuslink:850970,0.0243,0.3161,0.0003,0.0161
entrez gene/locuslink:856561,0.0265,0.3087,0.0005,0.0119
entrez gene/locuslink:854392,0.0044,0.25,0.0,0.0005
entrez gene/locuslink:856277,0.1018,0.3184,0.0024,0.0154
entrez gene/locuslink:850580,0.2035,0.3535,0.0091,0.0413
entrez gene/locuslink:850323,0.0155,0.2898,0.0004,0.0048
entrez gene/locuslink:855078,0.0044,0.242,0.0,0.0002
entrez gene/locuslink:856021,0.0288,0.3007,0.0003,0.0081
entrez gene/locuslink:851214,0.0177,0.2773,0.0001,0.0031
entrez gene/locuslink:854276,0.0221,0.2993,0.0002,0.0055
entrez gene/locuslink:851159,0.0686,0.3135,0.0024,0.0068
entrez gene/locuslink:854763,0.0199,0.2706,0.0003,0.0019
entrez gene/locuslink:853608,0.0088,0.28,0.0004,0.0019
entrez gene/locuslink:856649,0.0111,0.2818,0.0001,0.0024
entrez gene/locuslink:855951,0.0111,0.2801,0.0001,0.002
entrez gene/locuslink:852515,0.0111,0.2813,0.0001,0.0023
entrez gene/locuslink:852032,0.0177,0.3025,0.0004,0.0049
entrez gene/locuslink:853681,0.0442,0.2996,0.0014,0.0069
entrez gene/locuslink:856091,0.042,0.3114,0.0008,0.0111
entrez gene/locuslink:850388,0.0177,0.3168,0.0002,0.0113
entrez gene/locuslink:851379,0.0177,0.2781,0.0001,0.0016
entrez gene/locuslink:856750,0.0088,0.3039,0.0001,0.0049
entrez gene/locuslink:854769,0.0022,0.2416,0.0,0.0002
entrez gene/locuslink:850689,0.0332,0.3259,0.0003,0.0254
entrez gene/locuslink:855291,0.0088,0.2953,0.0001,0.0053
entrez gene/locuslink:855558,0.0044,0.2511,0.0,0.0004
entrez gene/locuslink:854318,0.0066,0.2798,0.0,0.0021
entrez gene/locuslink:854498,0.0066,0.245,0.0,0.0005
entrez gene/locuslink:855984,0.0133,0.2741,0.0,0.002
entrez gene/locuslink:852050,0.0265,0.3042,0.0003,0.0096
entrez gene/locuslink:855247,0.0022,0.2406,0.0,0.0003
entrez gene/locuslink:855457,0.0066,0.2439,0.0,0.0003
entrez gene/locuslink:854182,0.0088,0.263,0.0,0.0009
entrez gene/locuslink:852968,0.0155,0.2849,0.0003,0.0025
entrez gene/locuslink:855310,0.0199,0.2878,0.0002,0.0047
entrez gene/locuslink:854363,0.0575,0.3184,0.0006,0.0197
entrez gene/locuslink:854744,0.0066,0.2774,0.0,0.002
entrez gene/locuslink:852214,0.0133,0.2891,0.0001,0.0036
entrez gene/locuslink:855088,0.0044,0.2557,0.0,0.0007
entrez gene/locuslink:854051,0.0022,0.2406,0.0,0.0003
entrez gene/locuslink:854208,0.0133,0.2819,0.0005,0.0033
entrez gene/locuslink:852702,0.0288,0.2956,0.0003,0.0043
entrez gene/locuslink:852690,0.0066,0.2907,0.0,0.0045
entrez gene/locuslink:850728,0.0022,0.2406,0.0,0.0003
entrez gene/locuslink:850817,0.0022,0.2406,0.0,0.0003
entrez gene/locuslink:855277,0.0066,0.2448,0.0,0.0003
entrez gene/locuslink:854001,0.0044,0.2557,0.0,0.0008
entrez gene/locuslink:855827,0.1128,0.3354,0.001,0.0688
entrez gene/locuslink:856314,0.0133,0.2827,0.0,0.0027
entrez gene/locuslink:850811,0.0022,0.2406,0.0,0.0003
entrez gene/locuslink:850756,0.0221,0.2776,0.0003,0.0013
entrez gene/locuslink:855173,0.0022,0.2387,0.0,0.0002
entrez gene/locuslink:853603,0.0199,0.2832,0.0001,0.0027
entrez gene/locuslink:850987,0.0022,0.2387,0.0,0.0002
entrez gene/locuslink:854263,0.0066,0.255,0.0,0.0005
entrez gene/locuslink:851410,0.0265,0.2869,0.0002,0.0029
entrez gene/locuslink:853286,0.0088,0.2697,0.0,0.0015
entrez gene/locuslink:854158,0.0575,0.3014,0.0012,0.0079
entrez gene/locuslink:854370,0.0686,0.3132,0.0005,0.0276
entrez gene/locuslink:852592,0.0221,0.2765,0.0001,0.0043
entrez gene/locuslink:854394,0.0044,0.2524,0.0,0.0005
entrez gene/locuslink:853671,0.0111,0.2631,0.0001,0.0008
entrez gene/locuslink:851884,0.0177,0.2877,0.0001,0.004
entrez gene/locuslink:852063,0.0022,0.246,0.0,0.0004
entrez gene/locuslink:852096,0.0111,0.2687,0.0,0.0022
entrez gene/locuslink:856861,0.0133,0.2783,0.0,0.0027
entrez gene/locuslink:854783,0.0022,0.246,0.0,0.0004
entrez gene/locuslink:854376,0.0044,0.2398,0.0,0.0002
entrez gene/locuslink:856119,0.0243,0.2753,0.0001,0.0034
entrez gene/locuslink:856015,0.0111,0.2776,0.0001,0.0017
entrez gene/locuslink:850747,0.0111,0.2797,0.0001,0.0021
entrez gene/locuslink:851446,0.0022,0.2319,0.0,0.0002
entrez gene/locuslink:850478,0.0044,0.238,0.0,0.0003
entrez gene/locuslink:853124,0.0177,0.3027,0.0001,0.0091
entrez gene/locuslink:856381,0.0066,0.2783,0.0001,0.0019
entrez gene/locuslink:852641,0.0111,0.2571,0.0001,0.0005
entrez gene/locuslink:850742,0.0022,0.2238,0.0,0.0001
entrez gene/locuslink:855261,0.0177,0.2702,0.0001,0.0015
entrez gene/locuslink:853302,0.0022,0.2238,0.0,0.0001
entrez gene/locuslink:850471,0.0044,0.2782,0.0,0.0018
entrez gene/locuslink:854025,0.0022,0.2404,0.0,0.0002
entrez gene/locuslink:851705,0.0022,0.2404,0.0,0.0002
entrez gene/locuslink:851765,0.0265,0.3136,0.0004,0.014
entrez gene/locuslink:850824,0.0133,0.3007,0.0001,0.0077
entrez gene/locuslink:852288,0.0066,0.2572,0.0004,0.0008
entrez gene/locuslink:855786,0.0088,0.2712,0.0,0.0017
entrez gene/locuslink:851870,0.0575,0.3196,0.0019,0.0119
entrez gene/locuslink:855387,0.0199,0.2888,0.0002,0.0027
entrez gene/locuslink:855245,0.0376,0.3389,0.0006,0.0233
entrez gene/locuslink:851150,0.0487,0.3157,0.0012,0.0125
entrez gene/locuslink:853453,0.0398,0.3018,0.0007,0.0053
entrez gene/locuslink:854634,0.0088,0.2835,0.0001,0.0023
entrez gene/locuslink:852332,0.0155,0.2532,0.0009,0.0004
entrez gene/locuslink:851713,0.0907,0.3177,0.0019,0.0096
entrez gene/locuslink:856429,0.031,0.2989,0.0004,0.005
entrez gene/locuslink:853891,0.031,0.3348,0.001,0.0197
entrez gene/locuslink:850645,0.0199,0.2595,0.0005,0.0008
entrez gene/locuslink:850835,0.0022,0.2404,0.0,0.0002
entrez gene/locuslink:855677,0.0022,0.2404,0.0,0.0002
entrez gene/locuslink:855495,0.0442,0.333,0.0007,0.0295
entrez gene/locuslink:855479,0.0088,0.283,0.0,0.0046
entrez gene/locuslink:855789,0.031,0.2841,0.0002,0.003
entrez gene/locuslink:855035,0.0243,0.2936,0.0004,0.0033
entrez gene/locuslink:855409,0.2854,0.3513,0.0099,0.0595
entrez gene/locuslink:851193,0.0442,0.3345,0.0011,0.0185
entrez gene/locuslink:856738,0.2257,0.3391,0.0064,0.0831
entrez gene/locuslink:853773,0.0465,0.3011,0.0004,0.0091
entrez gene/locuslink:850885,0.0022,0.2487,0.0,0.0004
entrez gene/locuslink:854533,0.146,0.3335,0.0032,0.0298
entrez gene/locuslink:853478,0.0973,0.3194,0.0016,0.0526
entrez gene/locuslink:856768,0.0133,0.2575,0.0001,0.0016
entrez gene/locuslink:851840,0.0022,0.2344,0.0,0.0004
entrez gene/locuslink:851042,0.1748,0.338,0.0053,0.0239
entrez gene/locuslink:854040,0.0133,0.2806,0.0001,0.0025
entrez gene/locuslink:851086,0.0221,0.3039,0.0001,0.0073
entrez gene/locuslink:855939,0.0111,0.2529,0.0004,0.0004
entrez gene/locuslink:850722,0.0155,0.2608,0.0001,0.001
entrez gene/locuslink:852753,0.0243,0.2694,0.0001,0.0016
entrez gene/locuslink:852428,0.0066,0.2555,0.0,0.0009
entrez gene/locuslink:855271,0.042,0.2873,0.0003,0.0044
entrez gene/locuslink:853458,0.0332,0.297,0.0006,0.0201
entrez gene/locuslink:856553,0.0022,0.229,0.0,0.0005
entrez gene/locuslink:855649,0.0111,0.2687,0.0,0.0017
entrez gene/locuslink:855616,0.1173,0.3225,0.0019,0.054
entrez gene/locuslink:851173,0.0465,0.3174,0.001,0.0094
entrez gene/locuslink:856486,0.0088,0.2538,0.0,0.0015
entrez gene/locuslink:850545,0.0088,0.2578,0.0004,0.0007
entrez gene/locuslink:851417,0.0044,0.2507,0.0,0.0004
entrez gene/locuslink:851333,0.0044,0.2497,0.0,0.0006
entrez gene/locuslink:854650,0.0575,0.3413,0.0008,0.0354
entrez gene/locuslink:853970,0.0155,0.2909,0.0,0.0051
entrez gene/locuslink:851180,0.0288,0.3107,0.0002,0.0138
entrez gene/locuslink:856087,0.3584,0.3564,0.0237,0.0524
entrez gene/locuslink:852871,0.0221,0.2997,0.0005,0.0061
entrez gene/locuslink:854021,0.0088,0.2405,0.0,0.0005
entrez gene/locuslink:850401,0.0243,0.2882,0.0003,0.0042
entrez gene/locuslink:856799,0.0841,0.3209,0.0025,0.0126
entrez gene/locuslink:855611,0.0487,0.3122,0.0007,0.0103
entrez gene/locuslink:850346,0.0066,0.2599,0.0,0.0011
entrez gene/locuslink:853064,0.042,0.3264,0.0009,0.0249
entrez gene/locuslink:856660,0.0044,0.2663,0.0,0.0014
entrez gene/locuslink:855911,0.0243,0.3141,0.0004,0.0145
entrez gene/locuslink:851613,0.0066,0.2593,0.0,0.0011
entrez gene/locuslink:853089,0.0376,0.2989,0.0007,0.0037
entrez gene/locuslink:852533,0.042,0.3107,0.0017,0.0085
entrez gene/locuslink:853157,0.0796,0.316,0.0007,0.0366
entrez gene/locuslink:856566,0.0288,0.2934,0.0001,0.007
entrez gene/locuslink:853871,0.0199,0.2938,0.0001,0.0052
entrez gene/locuslink:851998,0.0177,0.2885,0.0001,0.0036
entrez gene/locuslink:852278,0.0133,0.296,0.0001,0.0043
entrez gene/locuslink:854324,0.1128,0.3165,0.0033,0.0125
entrez gene/locuslink:853570,0.0044,0.2431,0.0,0.0004
entrez gene/locuslink:852030,0.0088,0.2821,0.0002,0.0021
entrez gene/locuslink:853367,0.0022,0.2404,0.0,0.0003
entrez gene/locuslink:850773,0.0111,0.2699,0.0001,0.002
entrez gene/locuslink:851682,0.0111,0.2571,0.0001,0.0007
entrez gene/locuslink:850500,0.0265,0.2841,0.0004,0.003
entrez gene/locuslink:856377,0.0354,0.3332,0.0012,0.0217
entrez gene/locuslink:853365,0.0199,0.3096,0.0001,0.0123
entrez gene/locuslink:853335,0.0155,0.2601,0.0003,0.0007
entrez gene/locuslink:854237,0.0088,0.2708,0.0,0.0015
entrez gene/locuslink:851923,0.0221,0.3191,0.0006,0.0135
entrez gene/locuslink:855299,0.0111,0.2852,0.0004,0.0026
entrez gene/locuslink:851517,0.0088,0.2414,0.0,0.0002
entrez gene/locuslink:853137,0.0155,0.2404,0.0004,0.0002
entrez gene/locuslink:856897,0.0088,0.2786,0.0002,0.0039
entrez gene/locuslink:855781,0.0022,0.1938,0.0,0.0
entrez gene/locuslink:854018,0.0597,0.3256,0.0015,0.0112
entrez gene/locuslink:855041,0.031,0.2882,0.0002,0.0027
entrez gene/locuslink:855507,0.0177,0.2675,0.0,0.0014
entrez gene/locuslink:851929,0.0265,0.2799,0.0001,0.0028
entrez gene/locuslink:855991,0.0199,0.2718,0.0001,0.0013
entrez gene/locuslink:854368,0.0088,0.2587,0.0,0.0009
entrez gene/locuslink:856555,0.0022,0.2014,0.0,0.0
entrez gene/locuslink:852466,0.0088,0.2521,0.0003,0.0005
entrez gene/locuslink:854289,0.0133,0.2832,0.0001,0.0035
entrez gene/locuslink:852862,0.0177,0.2761,0.0,0.0023
entrez gene/locuslink:855180,0.1261,0.3086,0.0019,0.0149
